line_path,page_id,source_id,line_id,text,width,height,n_chars
nivajakavi1895__02__line_1518178344063_169.png,nivajakavi1895__02,nivajakavi1895,line_1518178344063_169,योगी ठहराऊं सो ॥ विश्वामित्र जू को जप तप नेम,2144,163,44
nivajakavi1895__02__r2l19.png,nivajakavi1895__02,nivajakavi1895,r2l19,संयम घरी में खोइ आऊं नेक अवसु करिपाऊं सो ।,2131,137,42
nivajakavi1895__02__r2l21.png,nivajakavi1895__02,nivajakavi1895,r2l21,मुनि के जो मेनकेत नाच गान चाउ महाराजकी दुहाई,2095,164,44
nivajakavi1895__02__r2l22.png,nivajakavi1895__02,nivajakavi1895,r2l22,मैं न मैनका कहाऊं सो १२ ॥,1249,139,25
nivajakavi1895__02__r2l23.png,nivajakavi1895__02,nivajakavi1895,r2l23,छप्पै । गहिकर बीन प्रवीन निपटपरवीन पियारी ।,1996,175,43
nivajakavi1895__02__line_1518178314630_168.png,nivajakavi1895__02,nivajakavi1895,line_1518178314630_168,चढ़ि बिमान असमान लोकतें भूमि सिधारी ॥ सोरह,2105,135,42
nivajakavi1895__02__r2l29.png,nivajakavi1895__02,nivajakavi1895,r2l29,करि शृंगार पहरि द्वादश आभूषण । लखि जु अंग,2153,150,41
nivajakavi1895__02__r2l30.png,nivajakavi1895__02,nivajakavi1895,r2l30,की ज्योति गये छिपि शशि अरुपूषण ॥ तप भंग कर-,2128,161,43
nivajakavi1895__02__r2l31.png,nivajakavi1895__02,nivajakavi1895,r2l31,न की बेलि सी फुरसति सी फूलीफली । मूरति बनाइ,2177,140,43
nivajakavi1895__02__r2l33.png,nivajakavi1895__02,nivajakavi1895,r2l33,निज मोहनी मुनिके मनहिं मोहन चली १३ ॥,1888,168,36
nivajakavi1895__02__r2l35.png,nivajakavi1895__02,nivajakavi1895,r2l35,हरिगीत छन्द । सुखिचंद की नहिं होति अब ल-,1990,136,40
nivajakavi1895__02__r2l36.png,nivajakavi1895__02,nivajakavi1895,r2l36,खि ज्योति जा मुखचंदकी । लरिव चरनकर सुखमा भजी,2158,156,44
nivajakavi1895__02__r2l38.png,nivajakavi1895__02,nivajakavi1895,r2l38,सुखमा सरोरुहचंदकी ॥ लखि नैन जाके ललित खंजन,2165,144,42
nivajakavi1895__02__r2l39.png,nivajakavi1895__02,nivajakavi1895,r2l39,मीन अरु मृगनैन की । मुनिमैन के बश करन को उ-,2165,160,43
nivajakavi1895__02__r2l40.png,nivajakavi1895__02,nivajakavi1895,r2l40,तरी तपोबन मेन की १४ ॥,1093,143,21
nivajakavi1895__02__r2l41.png,nivajakavi1895__02,nivajakavi1895,r2l41,हरिगीत छंद । फहरात अंचल नैन चंचल निपट,1998,182,37
nivajakavi1895__03__line_1518178496948_173.png,nivajakavi1895__03,nivajakavi1895,line_1518178496948_173,(३),328,90,3
nivajakavi1895__03__r2l2.png,nivajakavi1895__03,nivajakavi1895,r2l2,लचकत लंफतें । करत विविधकटाक्ष अलपत रागऊंचे,2159,176,42
nivajakavi1895__03__r2l4.png,nivajakavi1895__03,nivajakavi1895,r2l4,सुरनतें ॥ सुनिरागके मृदु सुरनिमुनि दृगखोलिदीन्हें ध्या,1927,138,54
nivajakavi1895__03__r2l7.png,nivajakavi1895__03,nivajakavi1895,r2l7,न तें । छबि लखत लूट्यों तपजुछूट्यो छुट्यो ऋषि तप,2153,161,48
nivajakavi1895__03__r2l8.png,nivajakavi1895__03,nivajakavi1895,r2l8,ज्ञानतें १५ ॥,561,124,13
nivajakavi1895__03__r2l9.png,nivajakavi1895__03,nivajakavi1895,r2l9,चौपाई । मास्यो मन्मथ साधि शरासन । छोड़ि दि-,1958,165,43
nivajakavi1895__03__r2l10.png,nivajakavi1895__03,nivajakavi1895,r2l10,यो मुनि योग को आसन ॥ जप तप संयम धर्म नशा-,2156,148,41
nivajakavi1895__03__r2l11.png,nivajakavi1895__03,nivajakavi1895,r2l11,यो । मोहि मेनका के ढिग आयो ॥ अंग अंग सों आ-,2144,159,43
nivajakavi1895__03__r2l12.png,nivajakavi1895__03,nivajakavi1895,r2l12,नि लगायो । योग कियेको फल मनु पायो ॥ एक मुहू-,2103,129,44
nivajakavi1895__03__r2l14.png,nivajakavi1895__03,nivajakavi1895,r2l14,रत के सुख कारन । खोयो तप करिबर्ष हजारन ॥ पी-,2142,173,44
nivajakavi1895__03__r2l16.png,nivajakavi1895__03,nivajakavi1895,r2l16,छे निकट बहुत पछितानो । वा बन तें मुनि अनत परा-,2129,149,46
nivajakavi1895__03__r2l19.png,nivajakavi1895__03,nivajakavi1895,r2l19,नो ॥ गर्भ मेनका कीन्हों धारन । तब सो मन में लगी,2141,142,47
nivajakavi1895__03__r2l20.png,nivajakavi1895__03,nivajakavi1895,r2l20,बिचारन ॥ नर गर्भहि ले कें जो जावै । तो सुरपुर,2134,155,45
nivajakavi1895__03__r2l21.png,nivajakavi1895__03,nivajakavi1895,r2l21,महँ पैठि न पावे ॥ भई सुता नौ मास भये जब । गई,2102,149,44
nivajakavi1895__03__r2l22.png,nivajakavi1895__03,nivajakavi1895,r2l22,मेनका सुरपुर को तब ॥ १६ ॥,1252,152,25
nivajakavi1895__03__r2l23.png,nivajakavi1895__03,nivajakavi1895,r2l23,सवैया । डर डारि सुता कों गई सुरलोकहि दूध,1975,163,40
nivajakavi1895__03__r2l25.png,nivajakavi1895__03,nivajakavi1895,r2l25,पियायो न एक घरी । यह जानि कें मानस की जन्मी,2148,135,43
nivajakavi1895__03__r2l28.png,nivajakavi1895__03,nivajakavi1895,r2l28,कछु मेनका नेकु दयानधरी ॥ कुलमाहिंन कोऊ जोराखे,2137,148,45
nivajakavi1895__03__r2l31.png,nivajakavi1895__03,nivajakavi1895,r2l31,कहूं वह काहे को धौं करतार करी । सुधिलेबे की कोऊ,2005,167,47
nivajakavi1895__03__line_1518178512982_174.png,nivajakavi1895__03,nivajakavi1895,line_1518178512982_174,नहीं सँगमें बन सूने शकुन्तला रोवे परी ॥ १७ ॥,1878,128,44
nivajakavi1895__03__r2l38.png,nivajakavi1895__03,nivajakavi1895,r2l38,सवैया । न्हैबेकों जाय कढ़्यो तिहि मारग देखि के,1984,151,46
nivajakavi1895__03__r2l39.png,nivajakavi1895__03,nivajakavi1895,r2l39,कण्व कृपा अति कीन्ही । देव कि दानवकै नर की कि-,2137,147,46
nivajakavi1895__03__r2l40.png,nivajakavi1895__03,nivajakavi1895,r2l40,धौं नाग की है न परै कुछचीन्ही ॥ सुंदर ऐसी सुताकि-,2128,161,49
nivajakavi1895__03__r2l41.png,nivajakavi1895__03,nivajakavi1895,r2l41,हि कारण को बन में गहि डारि धों दीन्ही । रोवे अके-,2120,148,49
nivajakavi1895__03__r2l43.png,nivajakavi1895__03,nivajakavi1895,r2l43,ली परी बनमें ऋषिआय उठाय शकुन्तला लीन्ही १८ ॥,2140,146,44
nivajakavi1895__03__r2l44.png,nivajakavi1895__03,nivajakavi1895,r2l44,दोहा । लीहें सुता शकुन्तला कलपत आश्रम आय ।,2054,153,42
nivajakavi1895__04__line_1518178682169_175.png,nivajakavi1895__04,nivajakavi1895,line_1518178682169_175,(४),329,90,3
nivajakavi1895__04__r2l2.png,nivajakavi1895__04,nivajakavi1895,r2l2,कह्यो गौतमी बहनि सों याकों देहु जिवाय ॥ १९ ॥,2020,137,44
nivajakavi1895__04__line_1518178686863_176.png,nivajakavi1895__04,nivajakavi1895,line_1518178686863_176,छप्पै । सुन्दर गात निहारि गौतमी गरैं लगाई ।,1989,99,43
nivajakavi1895__04__r2l5.png,nivajakavi1895__04,nivajakavi1895,r2l5,आयुर्बल तें जिअत नहीं करि यतन जिवाई ॥ करैं कृपा,1627,126,47
nivajakavi1895__04__r2l8.png,nivajakavi1895__04,nivajakavi1895,r2l8,ऋषि बहुत सबै सबके मन भाई । सकल तपोबन मा-,1654,139,40
nivajakavi1895__04__r2l10.png,nivajakavi1895__04,nivajakavi1895,r2l10,हिं कण्वकी सुता कहाई ॥ दिन दिन कन्या बढ़त प्रभा,2167,132,47
nivajakavi1895__04__r2l12.png,nivajakavi1895__04,nivajakavi1895,r2l12,छबि अंग अंग फैलिनलगी । गहिबांह सखिनि के संग,1390,121,43
nivajakavi1895__04__line_1518178697254_177.png,nivajakavi1895__04,nivajakavi1895,line_1518178697254_177,द्रुमनछांह खेलन लगी ॥ २० ॥,1238,90,26
nivajakavi1895__04__r2l17.png,nivajakavi1895__04,nivajakavi1895,r2l17,दोहा । शकुन्तला सँग दुइ सखी रहतीं आठौ याम ।,1948,122,43
nivajakavi1895__04__r2l18.png,nivajakavi1895__04,nivajakavi1895,r2l18,यक अनसूया नाम अरु प्रियम्बदा यकनाम ॥ २१ ॥,2144,126,41
nivajakavi1895__04__r2l21.png,nivajakavi1895__04,nivajakavi1895,r2l21,सवैया । बैस हैं तीनों समान सखीं दिन हूं दिन,1318,124,43
nivajakavi1895__04__r2l38.png,nivajakavi1895__04,nivajakavi1895,r2l38,तीनहुं देह दिखाई ॥ शोभा तिहूंन के अंगनि की कबि,619,81,46
nivajakavi1895__04__line_1518178759449_181.png,nivajakavi1895__04,nivajakavi1895,line_1518178759449_181,केतो करे बरणी नहिं जाई । राखी तिहूंन के अंगनि में,2097,134,49
nivajakavi1895__04__line_1518178750465_180.png,nivajakavi1895__04,nivajakavi1895,line_1518178750465_180,बिधि तीनहुं लोक की सुन्दरताई ॥ २२ ॥,1651,129,35
nivajakavi1895__04__r2l54.png,nivajakavi1895__04,nivajakavi1895,r2l54,सवैया । काम कमान चढ़ाइ मनो जबहीं कसि कें,779,123,40
nivajakavi1895__04__r2l69.png,nivajakavi1895__04,nivajakavi1895,r2l69,नि माहिं सुधासो निचोरे ॥ जामग ह्वैके धरे पगतामग,1150,110,47
nivajakavi1895__04__r2l76.png,nivajakavi1895__04,nivajakavi1895,r2l76,आनि अनंग अगारू ह्वै दौरे । सुन्दर हैं वे तीनोंसखीं,1415,118,50
nivajakavi1895__04__r2l82.png,nivajakavi1895__04,nivajakavi1895,r2l82,पै शकुन्तला की छविहै कछु औरे २३ ॥,899,118,33
nivajakavi1895__04__r2l88.png,nivajakavi1895__04,nivajakavi1895,r2l88,दोहा । कछुकदिनन में कण्व मुनि बनते कियोपयान ।,2049,146,45
nivajakavi1895__04__r2l90.png,nivajakavi1895__04,nivajakavi1895,r2l90,आश्रमराखिशकुन्तलातीरथचल्योनहान २४ ॥,1852,115,35
nivajakavi1895__04__r2l91.png,nivajakavi1895__04,nivajakavi1895,r2l91,सवैया । कछु खैबे कों माँगो चहो जब हीं तब हीं,1996,134,44
nivajakavi1895__04__r2l92.png,nivajakavi1895__04,nivajakavi1895,r2l92,तुम गौतमी सों कहियो। ऋषि आवे जो कोऊइतै तिहि,2128,149,43
nivajakavi1895__04__line_1661353804255_1767.png,nivajakavi1895__04,nivajakavi1895,line_1661353804255_1767,को करि आदर पांइन को गहियो ॥ यह सीख शकुन्त,2162,128,41
nivajakavi1895__04__line_1661353822578_1777.png,nivajakavi1895__04,nivajakavi1895,line_1661353822578_1777,लै दै जू गयो हवै उदास कछू करियो न हियो । कछु,2176,138,44
nivajakavi1895__05__line_1518178900848_182.png,nivajakavi1895__05,nivajakavi1895,line_1518178900848_182,(५),327,101,3
nivajakavi1895__05__r1l2.png,nivajakavi1895__05,nivajakavi1895,r1l2,द्योसनि में फिरि आवतु हों तब लों तुम आनन्द सों,2108,126,46
nivajakavi1895__05__r1l3.png,nivajakavi1895__05,nivajakavi1895,r1l3,रहियो २५ ॥,529,147,10
nivajakavi1895__05__r1l5.png,nivajakavi1895__05,nivajakavi1895,r1l5,लागी रहन बाप बिन बनमें । भई उदासी कछुक,1639,126,38
nivajakavi1895__05__r1l7.png,nivajakavi1895__05,nivajakavi1895,r1l7,दिनन में ॥ आश्रम कोउ अतीत जो आवे । ताकों आ-,2143,126,43
nivajakavi1895__05__r1l9.png,nivajakavi1895__05,nivajakavi1895,r1l9,दर निपट दिवावे ॥ पासहि के तंदुल गहि ध्यावे । मृग,2128,132,48
nivajakavi1895__05__r1l11.png,nivajakavi1895__05,nivajakavi1895,r1l11,छौननि कों आनि खवावे ॥ पानी भरि मूलनि ढरकावे ।,2116,90,45
nivajakavi1895__05__line_1518178979493_187.png,nivajakavi1895__05,nivajakavi1895,line_1518178979493_187,छोटे छोटे द्रुमनि बढ़ावे ॥ सोई करै जो यह कछुभाखै ।,2134,144,50
nivajakavi1895__05__r1l17.png,nivajakavi1895__05,nivajakavi1895,r1l17,जियतें अधिक गौतमी राखे ॥ शकुन्तला को सुख बहु,2121,99,44
nivajakavi1895__05__r1l19.png,nivajakavi1895__05,nivajakavi1895,r1l19,चाहति । दोऊ सखियन सँग में राखति ॥ बालबैस बहु,2090,102,44
nivajakavi1895__05__r1l20.png,nivajakavi1895__05,nivajakavi1895,r1l20,द्योस बिताई । झलकनि लगी कछुक तरुणाई २६ ॥,2137,130,40
nivajakavi1895__05__r1l21.png,nivajakavi1895__05,nivajakavi1895,r1l21,घनाक्षरी । बिसरन लागो बालापनको अयनप सखिन,2069,133,40
nivajakavi1895__05__r1l22.png,nivajakavi1895__05,nivajakavi1895,r1l22,सों सयानप की बतियां गढ़न लगी । दृगलगि तिरीछे,2126,108,44
nivajakavi1895__05__line_1518178958410_186.png,nivajakavi1895__05,nivajakavi1895,line_1518178958410_186,चलनि पग मन्द लागे उर में कछुक उसांसे सी चढ़न,2128,101,44
nivajakavi1895__05__line_1518178951537_185.png,nivajakavi1895__05,nivajakavi1895,line_1518178951537_185,लगी ॥ अंगनि में आई तरुणाई की झलक लरिकाई,2134,138,39
nivajakavi1895__05__r1l31.png,nivajakavi1895__05,nivajakavi1895,r1l31,अब देह तें हरें हरें कढ़नलगी । होन लागी कटिया,2135,115,45
nivajakavi1895__05__line_1518178939856_184.png,nivajakavi1895__05,nivajakavi1895,line_1518178939856_184,वचटिकें छला सी ह्वैज चन्द्र की कला सी तन दीपति,2110,135,46
nivajakavi1895__05__r1l39.png,nivajakavi1895__05,nivajakavi1895,r1l39,बढ़न लगी २७ ॥,738,142,13
nivajakavi1895__05__line_1661353905018_1797.png,nivajakavi1895__05,nivajakavi1895,line_1661353905018_1797,चौपाई । बनहू मैं नहिं दुरति दुराई । शकुन्तलाकी,2002,98,46
nivajakavi1895__05__r1l47.png,nivajakavi1895__05,nivajakavi1895,r1l47,सुन्दरताई ॥ जनु बिरंचि कर आपु बनाई । देखे तें मन,2149,135,48
nivajakavi1895__05__r1l49.png,nivajakavi1895__05,nivajakavi1895,r1l49,सुधा सिराई । वह उपमा बरणी नहिं जाई । पूर्व कथा,1722,145,46
nivajakavi1895__05__r1l50.png,nivajakavi1895__05,nivajakavi1895,r1l50,भारत में गाई २८ ॥,887,130,17
nivajakavi1895__05__r1l59.png,nivajakavi1895__05,nivajakavi1895,r1l59,अंग अंग रूपके तरंग उठें सुन्दर अनंग मानों अगनि,2134,86,46
nivajakavi1895__05__r1l60.png,nivajakavi1895__05,nivajakavi1895,r1l60,की सोति है ॥ देह में निवाज ज्यों ज्यों जोबन बढ़त,2152,137,48
nivajakavi1895__06__line_1518179085825_189.png,nivajakavi1895__06,nivajakavi1895,line_1518179085825_189,(६),324,130,3
nivajakavi1895__06__r3l1.png,nivajakavi1895__06,nivajakavi1895,r3l1,जात त्यों त्यों हरि दिननि बढ़त जात जोति है । छिन,2171,174,48
nivajakavi1895__06__r3l2.png,nivajakavi1895__06,nivajakavi1895,r3l2,और देखिये घरी में कछु और और और छिन छिन,2167,145,38
nivajakavi1895__06__r3l3.png,nivajakavi1895__06,nivajakavi1895,r3l3,घरी घरी औरै द्युति होति है २९ ॥,1445,148,31
nivajakavi1895__06__r3l4.png,nivajakavi1895__06,nivajakavi1895,r3l4,दोहा । सुन्दर वैसो बर मिले शकुन्तला ज्यों आप ।,2080,154,46
nivajakavi1895__06__r3l6.png,nivajakavi1895__06,nivajakavi1895,r3l6,करि है ताको ब्याह यह करीप्रतिज्ञा बाप३ ०॥,1831,156,41
nivajakavi1895__06__r3l8.png,nivajakavi1895__06,nivajakavi1895,r3l8,लागी रहे शकुंतला बन में यह परकार ।,1617,148,34
nivajakavi1895__06__r3l9.png,nivajakavi1895__06,nivajakavi1895,r3l9,एकसमयदुष्यन्तनृप खेलनकढ़योशिकार३१॥,1840,146,34
nivajakavi1895__06__r3l13.png,nivajakavi1895__06,nivajakavi1895,r3l13,घनाक्षरी । रथ असवार दौरे देखिकें शिकार नृप,2014,154,42
nivajakavi1895__06__r3l17.png,nivajakavi1895__06,nivajakavi1895,r3l17,कीन्हों श्रम इतनो न जाकी कछु माप है । दिन चढ़ि,1543,122,46
nivajakavi1895__06__r3l20.png,nivajakavi1895__06,nivajakavi1895,r3l20,आयो बढ़ि कढ़ि अति दूरे पैन पायो तोऊ यातें चढ़ि,779,110,46
nivajakavi1895__06__r3l22.png,nivajakavi1895__06,nivajakavi1895,r3l22,आयो तन तापहै ॥ जाय नजकाने घोड़े पवन के समा-,2149,174,43
nivajakavi1895__06__r3l24.png,nivajakavi1895__06,nivajakavi1895,r3l24,ने दौड़े बाण सों मिलाय खैंचि कान लगि चाप है ।,2074,152,45
nivajakavi1895__06__r3l26.png,nivajakavi1895__06,nivajakavi1895,r3l26,आगे तें हरिण भाग्यो ताके नृप संग लागो रही पीछे,2165,142,46
nivajakavi1895__06__r3l28.png,nivajakavi1895__06,nivajakavi1895,r3l28,सबसैना पीछै हिरिना के आप है ३२ ॥,1588,159,32
nivajakavi1895__06__r3l30.png,nivajakavi1895__06,nivajakavi1895,r3l30,सवैया । फोंक लगाय करेरी कमान में कान लों खैं-,1970,129,45
nivajakavi1895__06__r3l31.png,nivajakavi1895__06,nivajakavi1895,r3l31,चि लियो शर सास्यो । चोट करैं जब लों तब लों ऋषि,2167,183,46
nivajakavi1895__06__r3l35.png,nivajakavi1895__06,nivajakavi1895,r3l35,लोगन दूरि तें आनि पुकास्यो ॥ रक्षा ऋषीश्वर लोगन,1252,134,47
nivajakavi1895__06__r3l39.png,nivajakavi1895__06,nivajakavi1895,r3l39,की करिबे कों भयो अवतार तिहारो । हाहा रह्यो मह-,2129,139,46
nivajakavi1895__06__r3l40.png,nivajakavi1895__06,nivajakavi1895,r3l40,राज हमारे तजो बन को मृग है मत मारो ३३ ॥,1945,148,39
nivajakavi1895__06__line_1518179117873_190.png,nivajakavi1895__06,nivajakavi1895,line_1518179117873_190,चौपाई । ऋषि लोगन यह टेर सुनायो । मृग पर,2001,149,39
nivajakavi1895__06__r3l45.png,nivajakavi1895__06,nivajakavi1895,r3l45,नहिं नृप बाणचलायो ॥ बागें गहि रथ ठाढ़ों कीन्हो ।,2035,150,48
nivajakavi1895__06__r3l46.png,nivajakavi1895__06,nivajakavi1895,r3l46,आशिर्बाद ऋषिन तब दीन्हो ॥ करि प्रणाम नृप पूछौ,2101,159,45
nivajakavi1895__06__r3l47.png,nivajakavi1895__06,nivajakavi1895,r3l47,यह तब । कहो कण्व को आश्रम कहँ अब ॥ आज पाप,2142,144,41
nivajakavi1895__06__r3l50.png,nivajakavi1895__06,nivajakavi1895,r3l50,पुंजनि परि हरें । मुनिवर को चलि दरशन करें ॥ यह,2129,142,46
nivajakavi1895__06__r3l51.png,nivajakavi1895__06,nivajakavi1895,r3l51,सुनि ऋषिन बहुत सुख पायो । आश्रम निपट नगीच,2104,162,41
nivajakavi1895__07__line_1518179220143_191.png,nivajakavi1895__07,nivajakavi1895,line_1518179220143_191,(७),338,99,3
nivajakavi1895__07__r1l2.png,nivajakavi1895__07,nivajakavi1895,r1l2,बतायो । महाराज अब कछु दिन भये । तीरथ करन,2146,177,40
nivajakavi1895__07__r1l3.png,nivajakavi1895__07,nivajakavi1895,r1l3,कण्व मुनि गये ३४ ॥,895,150,18
nivajakavi1895__07__r1l4.png,nivajakavi1895__07,nivajakavi1895,r1l4,चौपाई । शकुन्तला बेटी करि पाली । सौंप्यो ता,1991,151,43
nivajakavi1895__07__r1l6.png,nivajakavi1895__07,nivajakavi1895,r1l6,कहँ आश्रम खाली ॥ जो महराज वहां लगि जैहैं ।,2075,169,42
nivajakavi1895__07__r1l9.png,nivajakavi1895__07,nivajakavi1895,r1l9,यह सुनि कण्व महा सुखपैहैं ॥ तीरथ न्हाय जबै मुनि,1891,119,47
nivajakavi1895__07__r1l11.png,nivajakavi1895__07,nivajakavi1895,r1l11,अयहैं । शकुन्तला तासों पुनि कहि हैं ॥ यह मुनि,2144,156,45
nivajakavi1895__07__r1l12.png,nivajakavi1895__07,nivajakavi1895,r1l12,बचननृपति मनबैठ्यो । रथतेंउतरि तपोबनपैठ्यो ३५ ॥,2144,152,46
nivajakavi1895__07__r1l13.png,nivajakavi1895__07,nivajakavi1895,r1l13,रथ सारथी समेत टिकायो । आश्रम निकट आप,1985,143,36
nivajakavi1895__07__r1l14.png,nivajakavi1895__07,nivajakavi1895,r1l14,चलि आयो ॥ दक्षिणबाहु लग्यो तबफरकन । प्रफुलि-,2102,159,44
nivajakavi1895__07__r1l16.png,nivajakavi1895__07,nivajakavi1895,r1l16,त भयो महीपति को मन ॥ कछुक दूरि आगे जब आ-,2113,135,40
nivajakavi1895__07__r1l17.png,nivajakavi1895__07,nivajakavi1895,r1l17,यो । सगुन भयो ता कर फल पायो ॥ अद्भुत रूप बैस,2152,153,44
nivajakavi1895__07__r1l18.png,nivajakavi1895__07,nivajakavi1895,r1l18,में नई ॥ बाला तीन नजर परि गई । शीत बात तें नहिं,2140,157,47
nivajakavi1895__07__r1l19.png,nivajakavi1895__07,nivajakavi1895,r1l19,कछु डरें । सब आश्रम की सेवा करें ३६ ॥,1753,158,37
nivajakavi1895__07__r1l23.png,nivajakavi1895__07,nivajakavi1895,r1l23,हरिगीत छन्द । सेवान आश्रमकी तजें अति श्रमि-,1996,126,43
nivajakavi1895__07__r1l25.png,nivajakavi1895__07,nivajakavi1895,r1l25,त ह्वै ह्वै आवतीं । कोमल कमल से करनि सों क्यारीं,2141,150,48
nivajakavi1895__07__r1l27.png,nivajakavi1895__07,nivajakavi1895,r1l27,नवीन बनावतीं ॥ सिगरो तपोबन सींचिबेकों सलिल,2149,144,42
nivajakavi1895__07__r1l28.png,nivajakavi1895__07,nivajakavi1895,r1l28,श्रमकरिल्यावतीं । छोटे द्रुमनकेतटनि भरि भरि घटनि,2155,160,48
nivajakavi1895__07__r1l29.png,nivajakavi1895__07,nivajakavi1895,r1l29,को ढुरकावतीं ३७ ॥,892,120,17
nivajakavi1895__07__r1l30.png,nivajakavi1895__07,nivajakavi1895,r1l30,हरिगीत छन्द । सींचति द्रुमन के थकि गईं तनर-,1990,165,43
nivajakavi1895__07__r1l31.png,nivajakavi1895__07,nivajakavi1895,r1l31,ह्यो श्रमजलछाय है । अति शिथिल सबअंग ह्वै गये,2161,153,44
nivajakavi1895__07__r1l33.png,nivajakavi1895__07,nivajakavi1895,r1l33,डगमगतिधरतीं पांयहैं ॥ खुलिकेशपासरहे बिथुरिभरती,2152,135,46
nivajakavi1895__07__r1l34.png,nivajakavi1895__07,nivajakavi1895,r1l34,उसांस अनंतहैं । तीनोंसखी यों सोहती मानोभये सुरतं-,2128,161,49
nivajakavi1895__07__r1l35.png,nivajakavi1895__07,nivajakavi1895,r1l35,तहैं ॥ बिचद्रुमनके हवै जाति बाहर निकसि जोबन की,2147,143,46
nivajakavi1895__07__r1l36.png,nivajakavi1895__07,nivajakavi1895,r1l36,छटा । खुलि गये कच यों तड़ित हूं पर गिरि परी मनु,2152,146,47
nivajakavi1895__07__r1l37.png,nivajakavi1895__07,nivajakavi1895,r1l37,घन घटा ॥ सिगरे तपोबन में लसति यों गगन में ज्यों,2137,163,47
nivajakavi1895__08__line_1518179357843_193.png,nivajakavi1895__08,nivajakavi1895,line_1518179357843_193,(८),326,90,3
nivajakavi1895__08__r3l1.png,nivajakavi1895__08,nivajakavi1895,r3l1,शशिकला । यह रूपसों श्रम मुनिन के सो करत बल,2159,166,42
nivajakavi1895__08__line_1518179369360_194.png,nivajakavi1895__08,nivajakavi1895,line_1518179369360_194,शाकुन्तला ३८ ॥,719,101,14
nivajakavi1895__08__r3l5.png,nivajakavi1895__08,nivajakavi1895,r3l5,घनाक्षरी छन्द । बानी कहिये तो वह बीन को लिये,2005,150,44
nivajakavi1895__08__r3l7.png,nivajakavi1895__08,nivajakavi1895,r3l7,ही रहे मौरी तौ गिरीश अर्द्धंग में लगाई है । कमला,2167,156,48
nivajakavi1895__08__r3l11.png,nivajakavi1895__08,nivajakavi1895,r3l11,न कान्हके हियेते उतरति अरु रमाके सरूप में न ए-,2155,115,46
nivajakavi1895__08__r3l13.png,nivajakavi1895__08,nivajakavi1895,r3l13,ती अधिकाईहै ॥ रति कहिये तो यह बिरोध अतिहीहै,2059,147,43
nivajakavi1895__08__r3l15.png,nivajakavi1895__08,nivajakavi1895,r3l15,अरु याके तो अंगलगि कछुकलरिकाई है । फेरि फेरि,2062,161,44
nivajakavi1895__08__r3l18.png,nivajakavi1895__08,nivajakavi1895,r3l18,बेरि लगि हेरि हेरि हास्यो नृप जानि नाहिंपरी यह को,2143,144,49
nivajakavi1895__08__r3l20.png,nivajakavi1895__08,nivajakavi1895,r3l20,है कहां आई है ३९ ॥,929,122,18
nivajakavi1895__08__r3l21.png,nivajakavi1895__08,nivajakavi1895,r3l21,घनाक्षरी । निरखि शकुंतला को नखशिख रीझि,1991,171,38
nivajakavi1895__08__line_1518179424104_197.png,nivajakavi1895__08,nivajakavi1895,line_1518179424104_197,रह्यो आपु तो महीपति निछावरिसोकीन्होसो । भयो है,2120,134,46
nivajakavi1895__08__r3l25.png,nivajakavi1895__08,nivajakavi1895,r3l25,अचंभो रतिरंभोहै न ऐसी आसरूपकोबखानको भयो,2147,158,39
nivajakavi1895__08__r3l27.png,nivajakavi1895__08,nivajakavi1895,r3l27,है बुधिहीनो सो ॥ सो कबि नेवाज शोभासिंधुमें समाने,2155,150,48
nivajakavi1895__08__r3l31.png,nivajakavi1895__08,nivajakavi1895,r3l31,नैन मनु जन मैन के हवाले करि दीन्हो सो । बाढ़यो,2159,143,46
nivajakavi1895__08__r3l33.png,nivajakavi1895__08,nivajakavi1895,r3l33,उरप्रेम गहि चित्र लिखि काढ़यो मनो ठाढ़यो नृप ह्वै,2080,165,49
nivajakavi1895__08__r3l35.png,nivajakavi1895__08,nivajakavi1895,r3l35,रह्यो ठग्यो सो मोल लीन्हो सो ४० ॥,1565,126,33
nivajakavi1895__08__r3l36.png,nivajakavi1895__08,nivajakavi1895,r3l36,दोहा । शकुन्तला को रूप लखि सुफल भयोनृपनैन ।,2048,159,43
nivajakavi1895__08__r3l37.png,nivajakavi1895__08,nivajakavi1895,r3l37,श्रवणसुफलचाहतभयो सुनिसुनिमीठेबैन ४१ ॥,1834,166,37
nivajakavi1895__08__r3l40.png,nivajakavi1895__08,nivajakavi1895,r3l40,सघन द्रुमनकी ओटह्वै दृग निमेष बिसराय ।,1748,118,38
nivajakavi1895__08__r3l46.png,nivajakavi1895__08,nivajakavi1895,r3l46,दुरें दुरें देखन लग्यो शकुन्तला के भाय ४२ ॥,1506,150,43
nivajakavi1895__08__line_1518179378594_195.png,nivajakavi1895__08,nivajakavi1895,line_1518179378594_195,चौपाई । राजहि ये देखहि नहिं कोऊ । पूछन लगीं,1975,122,43
nivajakavi1895__08__r3l55.png,nivajakavi1895__08,nivajakavi1895,r3l55,सहेली दोऊ ॥ शकुन्तलाजो सींचत जेते । मुनिके द्रुम,1415,135,48
nivajakavi1895__08__r3l59.png,nivajakavi1895__08,nivajakavi1895,r3l59,प्यारे कहि तेते ॥ मुनिकें तो प्राणनतें प्यारी । करी द्रुम-,1427,140,58
